time,amplitude,alpha_power,beta_power,command,led_state
45.8438,-140.5209,0.0000,1.0000,FOCUS,1
45.8750,6.3002,0.0000,1.0000,FOCUS,1
45.9062,149.4217,0.0000,1.0000,FOCUS,1
45.9375,-193.8000,0.0000,1.0000,FOCUS,1
45.9688,148.3211,0.0000,1.0000,FOCUS,1
46.0000,2.4000,0.0000,1.0000,RELAX,0
46.0312,-133.1213,0.0000,1.0000,RELAX,0
46.0625,205.1000,0.0000,1.0000,RELAX,0
46.0938,-139.8214,0.0000,1.0000,RELAX,0
46.1250,9.0001,0.0000,1.0000,RELAX,0
46.1562,148.4214,0.0000,1.0000,RELAX,0
46.1875,-190.2000,0.0000,1.0000,RELAX,0
46.2188,149.8214,0.0000,1.0000,RELAX,0
46.2500,9.5999,0.0000,1.0000,RELAX,0
46.2812,-134.9215,0.0000,1.0000,RELAX,0
46.3125,204.0000,0.0000,1.0000,RELAX,0
46.3438,-136.5213,0.0000,1.0000,RELAX,0
46.3750,7.9000,0.0000,1.0000,RELAX,0
46.4062,144.6213,0.0000,1.0000,RELAX,0
46.4375,-197.6000,0.0000,1.0000,RELAX,0
46.4688,144.7215,0.0000,1.0000,RELAX,0
46.5000,9.6998,0.0000,1.0000,RELAX,0
46.5312,-133.0212,0.0000,1.0000,RELAX,0
46.5625,201.0000,0.0000,1.0000,RELAX,0
46.5938,-141.2216,0.0000,1.0000,RELAX,0
46.6250,1.3997,0.0000,1.0000,RELAX,0
46.6562,149.0210,0.0000,1.0000,RELAX,0
46.6875,-199.8000,0.0000,1.0000,RELAX,0
46.7188,148.1218,0.0000,1.0000,RELAX,0
46.7500,0.4000,0.0000,1.0000,RELAX,0
46.7812,-137.4219,0.0000,1.0000,RELAX,0
46.8125,201.7000,0.0000,1.0000,RELAX,0
46.8438,-136.1209,0.0000,1.0000,RELAX,0
46.8750,9.3002,0.0000,1.0000,RELAX,0
46.9062,150.3217,0.0000,1.0000,RELAX,0
46.9375,-195.4000,0.0000,1.0000,RELAX,0
46.9688,150.5211,0.0000,1.0000,RELAX,0
47.0000,7.6000,0.0000,1.0000,FOCUS,1
47.0312,-140.0213,0.0000,1.0000,FOCUS,1
47.0625,209.7000,0.0000,1.0000,FOCUS,1
47.0938,-138.5214,0.0000,1.0000,FOCUS,1
47.1250,3.4001,0.0000,1.0000,FOCUS,1
47.1562,146.1214,0.0000,1.0000,FOCUS,1
47.1875,-198.1000,0.0000,1.0000,FOCUS,1
47.2188,146.9214,0.0000,1.0000,FOCUS,1
47.2500,5.2999,0.0000,1.0000,FOCUS,1
47.2812,-137.7215,0.0000,1.0000,FOCUS,1
47.3125,200.7000,0.0000,1.0000,FOCUS,1
47.3438,-134.0213,0.0000,1.0000,FOCUS,1
47.3750,7.1000,0.0000,1.0000,FOCUS,1
47.4062,145.3213,0.0000,1.0000,FOCUS,1
47.4375,-196.7000,0.0000,1.0000,FOCUS,1
47.4688,151.1215,0.0000,1.0000,FOCUS,1
47.5000,6.3998,0.0000,1.0000,FOCUS,1
47.5312,-135.7212,0.0000,1.0000,FOCUS,1
47.5625,204.9000,0.0000,1.0000,FOCUS,1
47.5938,-136.6216,0.0000,1.0000,FOCUS,1
47.6250,5.4997,0.0000,1.0000,FOCUS,1
47.6562,148.6210,0.0000,1.0000,FOCUS,1
47.6875,-191.6000,0.0000,1.0000,FOCUS,1
47.7188,141.4218,0.0000,1.0000,FOCUS,1
47.7500,8.0000,0.0000,1.0000,FOCUS,1
47.7812,-133.9219,0.0000,1.0000,FOCUS,1
47.8125,201.3000,0.0000,1.0000,FOCUS,1
47.8438,-138.2209,0.0000,1.0000,FOCUS,1
47.8750,1.9002,0.0000,1.0000,FOCUS,1
47.9062,141.6217,0.0000,1.0000,FOCUS,1
47.9375,-197.9000,0.0000,1.0000,FOCUS,1
47.9688,145.1211,0.0000,1.0000,FOCUS,1
48.0000,9.7000,0.0000,1.0000,FOCUS,1
48.0312,-134.5213,0.0000,1.0000,FOCUS,1
48.0625,207.1000,0.0000,1.0000,FOCUS,1
48.0938,-139.7214,0.0000,1.0000,FOCUS,1
48.1250,8.1001,0.0000,1.0000,FOCUS,1
48.1562,145.1214,0.0000,1.0000,FOCUS,1
48.1875,-192.9000,0.0000,1.0000,FOCUS,1
48.2188,150.4214,0.0000,1.0000,FOCUS,1
48.2500,8.6999,0.0000,1.0000,FOCUS,1
48.2812,-137.3215,0.0000,1.0000,FOCUS,1
48.3125,204.1000,0.0000,1.0000,FOCUS,1
48.3438,-139.9213,0.0000,1.0000,FOCUS,1
48.3750,0.7000,0.0000,1.0000,FOCUS,1
48.4062,148.0213,0.0000,1.0000,FOCUS,1
48.4375,-198.6000,0.0000,1.0000,FOCUS,1
48.4688,151.1215,0.0000,1.0000,FOCUS,1
48.5000,7.7998,0.0000,1.0000,FOCUS,1
48.5312,-134.4212,0.0000,1.0000,FOCUS,1
48.5625,209.7000,0.0000,1.0000,FOCUS,1
48.5938,-132.7216,0.0000,1.0000,FOCUS,1
48.6250,4.7997,0.0000,1.0000,FOCUS,1
48.6562,144.1210,0.0000,1.0000,FOCUS,1
48.6875,-195.3000,0.0000,1.0000,FOCUS,1
48.7188,145.9218,0.0000,1.0000,FOCUS,1
48.7500,1.1000,0.0000,1.0000,FOCUS,1
48.7812,-132.5219,0.0000,1.0000,FOCUS,1
48.8125,202.6000,0.0000,1.0000,FOCUS,1
48.8438,-137.0209,0.0000,1.0000,FOCUS,1
48.8750,0.5002,0.0000,1.0000,FOCUS,1
48.9062,142.8217,0.0000,1.0000,FOCUS,1
48.9375,-195.2000,0.0000,1.0000,FOCUS,1
48.9688,148.0211,0.0000,1.0000,FOCUS,1
49.0000,4.5000,0.0000,1.0000,FOCUS,1
49.0312,-140.2213,0.0000,1.0000,FOCUS,1
49.0625,200.1000,0.0000,1.0000,FOCUS,1
49.0938,-136.8214,0.0000,1.0000,FOCUS,1
49.1250,2.8001,0.0000,1.0000,FOCUS,1
49.1562,148.1214,0.0000,1.0000,FOCUS,1
49.1875,-191.7000,0.0000,1.0000,FOCUS,1
49.2188,143.1214,0.0000,1.0000,FOCUS,1
49.2500,5.5999,0.0000,1.0000,FOCUS,1
49.2812,-140.9215,0.0000,1.0000,FOCUS,1
49.3125,204.0000,0.0000,1.0000,FOCUS,1
49.3438,-137.7213,0.0000,1.0000,FOCUS,1
49.3750,8.3000,0.0000,1.0000,FOCUS,1
49.4062,148.6213,0.0000,1.0000,FOCUS,1
49.4375,-190.5000,0.0000,1.0000,FOCUS,1
49.4688,147.9215,0.0000,1.0000,FOCUS,1
49.5000,3.6998,0.0000,1.0000,FOCUS,1
49.5312,-133.0212,0.0000,1.0000,FOCUS,1
49.5625,201.7000,0.0000,1.0000,FOCUS,1
49.5938,-136.9216,0.0000,1.0000,FOCUS,1
49.6250,5.6997,0.0000,1.0000,FOCUS,1
49.6562,145.3210,0.0000,1.0000,FOCUS,1
49.6875,-198.3000,0.0000,1.0000,FOCUS,1
49.7188,147.6218,0.0000,1.0000,FOCUS,1
49.7500,2.7000,0.0000,1.0000,FOCUS,1
49.7812,-133.5219,0.0000,1.0000,FOCUS,1
49.8125,205.1000,0.0000,1.0000,FOCUS,1
49.8438,-139.9209,0.0000,1.0000,FOCUS,1
49.8750,7.9002,0.0000,1.0000,FOCUS,1
49.9062,143.7217,0.0000,1.0000,FOCUS,1
49.9375,-190.8000,0.0000,1.0000,FOCUS,1
49.9688,142.6211,0.0000,1.0000,FOCUS,1
50.0000,5.4000,0.9999,0.0001,FOCUS,1
50.0312,191.9759,0.9999,0.0001,FOCUS,1
50.0625,-133.2213,0.9999,0.0001,FOCUS,1
50.0938,-69.1367,0.9999,0.0001,FOCUS,1
50.1250,207.1000,0.9999,0.0001,FOCUS,1
50.1562,-73.3367,0.9999,0.0001,FOCUS,1
50.1875,-136.3214,0.9999,0.0001,FOCUS,1
50.2188,184.7759,0.9999,0.0001,FOCUS,1
50.2500,2.6001,0.9999,0.0001,FOCUS,1
50.2812,-175.3759,0.9999,0.0001,FOCUS,1
50.3125,151.3214,0.9999,0.0001,FOCUS,1
50.3438,83.1367,0.9999,0.0001,FOCUS,1
50.3750,-193.6000,0.9999,0.0001,FOCUS,1
50.4062,78.8367,0.9999,0.0001,FOCUS,1
50.4375,145.5214,0.9999,0.0001,FOCUS,1
50.4688,-178.6759,0.9999,0.0001,FOCUS,1
50.5000,3.4999,0.9999,0.0001,FOCUS,1
50.5312,187.6759,0.9999,0.0001,FOCUS,1
50.5625,-137.7215,0.9999,0.0001,FOCUS,1
50.5938,-71.3369,0.9999,0.0001,FOCUS,1
50.6250,204.2000,0.9999,0.0001,FOCUS,1
50.6562,-69.8364,0.9999,0.0001,FOCUS,1
50.6875,-139.1213,0.9999,0.0001,FOCUS,1
50.7188,193.0758,0.9999,0.0001,FOCUS,1
50.7500,5.8000,0.9999,0.0001,FOCUS,1
50.7812,-177.4758,0.9999,0.0001,FOCUS,1
50.8125,149.8213,0.9999,0.0001,FOCUS,1
50.8438,80.7364,0.9999,0.0001,FOCUS,1
50.8750,-199.5000,0.9999,0.0001,FOCUS,1
50.9062,78.9369,0.9999,0.0001,FOCUS,1
50.9375,149.3215,0.9999,0.0001,FOCUS,1
50.9688,-178.1760,0.9999,0.0001,FOCUS,1
51.0000,1.8000,0.9999,0.0001,FOCUS,1
51.0312,189.0759,0.9999,0.0001,FOCUS,1
51.0625,-133.4213,0.9999,0.0001,FOCUS,1
51.0938,-69.9367,0.9999,0.0001,FOCUS,1
51.1250,200.6000,0.9999,0.0001,FOCUS,1
51.1562,-73.5367,0.9999,0.0001,FOCUS,1
51.1875,-141.0214,0.9999,0.0001,FOCUS,1
51.2188,194.6759,0.9999,0.0001,FOCUS,1
51.2500,9.1001,0.9999,0.0001,FOCUS,1
51.2812,-184.5759,0.9999,0.0001,FOCUS,1
51.3125,146.0214,0.9999,0.0001,FOCUS,1
51.3438,76.5367,0.9999,0.0001,FOCUS,1
51.3750,-192.4000,0.9999,0.0001,FOCUS,1
51.4062,81.1367,0.9999,0.0001,FOCUS,1
51.4375,149.2214,0.9999,0.0001,FOCUS,1
51.4688,-179.8759,0.9999,0.0001,FOCUS,1
51.5000,6.9999,0.9999,0.0001,FOCUS,1
51.5312,191.3760,0.9999,0.0001,FOCUS,1
51.5625,-136.1215,0.9999,0.0001,FOCUS,1
51.5938,-69.5369,0.9999,0.0001,FOCUS,1
51.6250,206.7000,0.9999,0.0001,FOCUS,1
51.6562,-72.3364,0.9999,0.0001,FOCUS,1
51.6875,-131.7213,0.9999,0.0001,FOCUS,1
51.7188,191.5758,0.9999,0.0001,FOCUS,1
51.7500,9.8000,0.9999,0.0001,FOCUS,1
51.7812,-178.0758,0.9999,0.0001,FOCUS,1
51.8125,143.5213,0.9999,0.0001,FOCUS,1
51.8438,85.5364,0.9999,0.0001,FOCUS,1
51.8750,-198.9000,0.9999,0.0001,FOCUS,1
51.9062,80.9369,0.9999,0.0001,FOCUS,1
51.9375,148.8215,0.9999,0.0001,FOCUS,1
51.9688,-178.7760,0.9999,0.0001,FOCUS,1
52.0000,9.9000,0.9999,0.0001,FOCUS,1
52.0312,190.1759,0.9999,0.0001,FOCUS,1
52.0625,-139.2213,0.9999,0.0001,FOCUS,1
52.0938,-74.6367,0.9999,0.0001,FOCUS,1
52.1250,206.1000,0.9999,0.0001,FOCUS,1
52.1562,-74.1367,0.9999,0.0001,FOCUS,1
52.1875,-134.2214,0.9999,0.0001,FOCUS,1
52.2188,192.5759,0.9999,0.0001,FOCUS,1
52.2500,8.1001,0.9999,0.0001,FOCUS,1
52.2812,-178.9759,0.9999,0.0001,FOCUS,1
52.3125,145.8214,0.9999,0.0001,FOCUS,1
52.3438,76.6367,0.9999,0.0001,FOCUS,1
52.3750,-198.4000,0.9999,0.0001,FOCUS,1
52.4062,76.9367,0.9999,0.0001,FOCUS,1
52.4375,148.5214,0.9999,0.0001,FOCUS,1
52.4688,-179.0759,0.9999,0.0001,FOCUS,1
52.5000,0.3999,0.9999,0.0001,FOCUS,1
52.5312,190.6759,0.9999,0.0001,FOCUS,1
52.5625,-135.4215,0.9999,0.0001,FOCUS,1
52.5938,-66.8369,0.9999,0.0001,FOCUS,1
52.6250,206.0000,0.9999,0.0001,FOCUS,1
52.6562,-67.1364,0.9999,0.0001,FOCUS,1
52.6875,-141.4213,0.9999,0.0001,FOCUS,1
52.7188,189.6758,0.9999,0.0001,FOCUS,1
52.7500,7.7000,0.9999,0.0001,FOCUS,1
52.7812,-182.2758,0.9999,0.0001,FOCUS,1
52.8125,150.3213,0.9999,0.0001,FOCUS,1
52.8438,85.0364,0.9999,0.0001,FOCUS,1
52.8750,-190.7000,0.9999,0.0001,FOCUS,1
52.9062,84.6369,0.9999,0.0001,FOCUS,1
52.9375,141.9215,0.9999,0.0001,FOCUS,1
52.9688,-175.7760,0.9999,0.0001,FOCUS,1
53.0000,5.9000,0.9999,0.0001,RELAX,0
53.0312,191.6759,0.9999,0.0001,RELAX,0
53.0625,-141.0213,0.9999,0.0001,RELAX,0
53.0938,-70.6367,0.9999,0.0001,RELAX,0
53.1250,200.0000,0.9999,0.0001,RELAX,0
53.1562,-69.2367,0.9999,0.0001,RELAX,0
53.1875,-139.8214,0.9999,0.0001,RELAX,0
53.2188,184.8759,0.9999,0.0001,RELAX,0
53.2500,9.1001,0.9999,0.0001,RELAX,0
53.2812,-178.9759,0.9999,0.0001,RELAX,0
53.3125,150.5214,0.9999,0.0001,RELAX,0
53.3438,79.5367,0.9999,0.0001,RELAX,0
53.3750,-195.2000,0.9999,0.0001,RELAX,0
53.4062,86.0367,0.9999,0.0001,RELAX,0
53.4375,149.5214,0.9999,0.0001,RELAX,0
53.4688,-176.6759,0.9999,0.0001,RELAX,0
53.5000,9.8999,0.9999,0.0001,RELAX,0
53.5312,185.1759,0.9999,0.0001,RELAX,0
53.5625,-135.8215,0.9999,0.0001,RELAX,0
53.5938,-73.8369,0.9999,0.0001,RELAX,0
53.6250,208.5000,0.9999,0.0001,RELAX,0
53.6562,-74.7364,0.9999,0.0001,RELAX,0
53.6875,-132.0213,0.9999,0.0001,RELAX,0
53.7188,193.3758,0.9999,0.0001,RELAX,0
53.7500,2.5000,0.9999,0.0001,RELAX,0
53.7812,-177.1758,0.9999,0.0001,RELAX,0
53.8125,150.0213,0.9999,0.0001,RELAX,0
53.8438,79.0364,0.9999,0.0001,RELAX,0
53.8750,-195.3000,0.9999,0.0001,RELAX,0
53.9062,86.3369,0.9999,0.0001,RELAX,0
53.9375,148.3215,0.9999,0.0001,RELAX,0
53.9688,-176.3760,0.9999,0.0001,RELAX,0
54.0000,2.8000,0.9999,0.0001,RELAX,0
54.0312,193.1759,0.9999,0.0001,RELAX,0
54.0625,-136.1213,0.9999,0.0001,RELAX,0
54.0938,-71.3367,0.9999,0.0001,RELAX,0
54.1250,201.9000,0.9999,0.0001,RELAX,0
54.1562,-75.4367,0.9999,0.0001,RELAX,0
54.1875,-141.3214,0.9999,0.0001,RELAX,0
54.2188,190.7759,0.9999,0.0001,RELAX,0
54.2500,8.4001,0.9999,0.0001,RELAX,0
54.2812,-174.9759,0.9999,0.0001,RELAX,0
54.3125,146.0214,0.9999,0.0001,RELAX,0
54.3438,78.5367,0.9999,0.0001,RELAX,0
54.3750,-196.8000,0.9999,0.0001,RELAX,0
54.4062,81.1367,0.9999,0.0001,RELAX,0
54.4375,145.2214,0.9999,0.0001,RELAX,0
54.4688,-176.3759,0.9999,0.0001,RELAX,0
54.5000,4.9999,0.9999,0.0001,RELAX,0
54.5312,194.4760,0.9999,0.0001,RELAX,0
54.5625,-134.6215,0.9999,0.0001,RELAX,0
54.5938,-74.4369,0.9999,0.0001,RELAX,0
54.6250,203.8000,0.9999,0.0001,RELAX,0
54.6562,-72.4364,0.9999,0.0001,RELAX,0
54.6875,-140.6213,0.9999,0.0001,RELAX,0
54.7188,189.0758,0.9999,0.0001,RELAX,0
54.7500,3.6000,0.9999,0.0001,RELAX,0
54.7812,-180.1758,0.9999,0.0001,RELAX,0
54.8125,148.9213,0.9999,0.0001,RELAX,0
54.8438,80.1364,0.9999,0.0001,RELAX,0
54.8750,-193.1000,0.9999,0.0001,RELAX,0
54.9062,78.7369,0.9999,0.0001,RELAX,0
54.9375,147.4215,0.9999,0.0001,RELAX,0
54.9688,-180.9760,0.9999,0.0001,RELAX,0
55.0000,6.8000,0.9999,0.0001,FOCUS,1
55.0312,187.4759,0.9999,0.0001,FOCUS,1
55.0625,-141.1213,0.9999,0.0001,FOCUS,1
55.0938,-74.1367,0.9999,0.0001,FOCUS,1
55.1250,204.6000,0.9999,0.0001,FOCUS,1
55.1562,-66.8367,0.9999,0.0001,FOCUS,1
55.1875,-139.3214,0.9999,0.0001,FOCUS,1
55.2188,190.1759,0.9999,0.0001,FOCUS,1
55.2500,2.2001,0.9999,0.0001,FOCUS,1
55.2812,-177.3759,0.9999,0.0001,FOCUS,1
55.3125,145.5214,0.9999,0.0001,FOCUS,1
55.3438,79.4367,0.9999,0.0001,FOCUS,1
55.3750,-196.8000,0.9999,0.0001,FOCUS,1
55.4062,81.7367,0.9999,0.0001,FOCUS,1
55.4375,148.5214,0.9999,0.0001,FOCUS,1
55.4688,-175.1759,0.9999,0.0001,FOCUS,1
55.5000,8.7999,0.9999,0.0001,FOCUS,1
55.5312,194.6759,0.9999,0.0001,FOCUS,1
55.5625,-138.6215,0.9999,0.0001,FOCUS,1
55.5938,-75.3369,0.9999,0.0001,FOCUS,1
55.6250,207.9000,0.9999,0.0001,FOCUS,1
55.6562,-73.6364,0.9999,0.0001,FOCUS,1
55.6875,-140.7213,0.9999,0.0001,FOCUS,1
55.7188,189.4758,0.9999,0.0001,FOCUS,1
55.7500,0.8000,0.9999,0.0001,FOCUS,1
55.7812,-177.9758,0.9999,0.0001,FOCUS,1
55.8125,143.0213,0.9999,0.0001,FOCUS,1
55.8438,81.6364,0.9999,0.0001,FOCUS,1
55.8750,-194.5000,0.9999,0.0001,FOCUS,1
55.9062,78.4369,0.9999,0.0001,FOCUS,1
55.9375,142.1215,0.9999,0.0001,FOCUS,1
55.9688,-176.7760,0.9999,0.0001,FOCUS,1
56.0000,7.7000,0.9999,0.0001,FOCUS,1
56.0312,191.0759,0.9999,0.0001,FOCUS,1
56.0625,-136.9213,0.9999,0.0001,FOCUS,1
56.0938,-69.3367,0.9999,0.0001,FOCUS,1
56.1250,207.7000,0.9999,0.0001,FOCUS,1
56.1562,-73.9367,0.9999,0.0001,FOCUS,1
56.1875,-137.7214,0.9999,0.0001,FOCUS,1
56.2188,192.4759,0.9999,0.0001,FOCUS,1
56.2500,6.7001,0.9999,0.0001,FOCUS,1
56.2812,-183.3759,0.9999,0.0001,FOCUS,1
56.3125,141.8214,0.9999,0.0001,FOCUS,1
56.3438,78.8367,0.9999,0.0001,FOCUS,1
56.3750,-195.6000,0.9999,0.0001,FOCUS,1
56.4062,77.6367,0.9999,0.0001,FOCUS,1
56.4375,142.2214,0.9999,0.0001,FOCUS,1
56.4688,-180.3759,0.9999,0.0001,FOCUS,1
56.5000,0.6999,0.9999,0.0001,FOCUS,1
56.5312,188.7760,0.9999,0.0001,FOCUS,1
56.5625,-138.7215,0.9999,0.0001,FOCUS,1
56.5938,-73.9369,0.9999,0.0001,FOCUS,1
56.6250,204.0000,0.9999,0.0001,FOCUS,1
56.6562,-68.8364,0.9999,0.0001,FOCUS,1
56.6875,-139.7213,0.9999,0.0001,FOCUS,1
56.7188,191.1758,0.9999,0.0001,FOCUS,1
56.7500,3.5000,0.9999,0.0001,FOCUS,1
56.7812,-184.5758,0.9999,0.0001,FOCUS,1
56.8125,145.5213,0.9999,0.0001,FOCUS,1
56.8438,79.6364,0.9999,0.0001,FOCUS,1
56.8750,-196.7000,0.9999,0.0001,FOCUS,1
56.9062,81.3369,0.9999,0.0001,FOCUS,1
56.9375,145.7215,0.9999,0.0001,FOCUS,1
56.9688,-180.5760,0.9999,0.0001,FOCUS,1
57.0000,8.1000,0.9999,0.0001,RELAX,0
57.0312,186.5759,0.9999,0.0001,RELAX,0
57.0625,-133.5213,0.9999,0.0001,RELAX,0
57.0938,-70.4367,0.9999,0.0001,RELAX,0
57.1250,200.8000,0.9999,0.0001,RELAX,0
57.1562,-70.1367,0.9999,0.0001,RELAX,0
57.1875,-133.3214,0.9999,0.0001,RELAX,0
57.2188,187.5759,0.9999,0.0001,RELAX,0
57.2500,8.5001,0.9999,0.0001,RELAX,0
57.2812,-179.6759,0.9999,0.0001,RELAX,0
57.3125,144.4214,0.9999,0.0001,RELAX,0
57.3438,79.3367,0.9999,0.0001,RELAX,0
57.3750,-190.4000,0.9999,0.0001,RELAX,0
57.4062,81.5367,0.9999,0.0001,RELAX,0
57.4375,142.8214,0.9999,0.0001,RELAX,0
57.4688,-175.5759,0.9999,0.0001,RELAX,0
57.5000,3.6999,0.9999,0.0001,RELAX,0
57.5312,189.6759,0.9999,0.0001,RELAX,0
57.5625,-134.7215,0.9999,0.0001,RELAX,0
57.5938,-73.6369,0.9999,0.0001,RELAX,0
57.6250,204.9000,0.9999,0.0001,RELAX,0
57.6562,-72.1364,0.9999,0.0001,RELAX,0
57.6875,-137.9213,0.9999,0.0001,RELAX,0
57.7188,186.8758,0.9999,0.0001,RELAX,0
57.7500,1.5000,0.9999,0.0001,RELAX,0
57.7812,-183.5758,0.9999,0.0001,RELAX,0
57.8125,142.3213,0.9999,0.0001,RELAX,0
57.8438,83.5364,0.9999,0.0001,RELAX,0
57.8750,-193.3000,0.9999,0.0001,RELAX,0
57.9062,83.7369,0.9999,0.0001,RELAX,0
57.9375,144.0215,0.9999,0.0001,RELAX,0
57.9688,-176.3760,0.9999,0.0001,RELAX,0
58.0000,7.8000,1.0000,0.0000,RELAX,0
58.0312,193.6759,1.0000,0.0000,RELAX,0
58.0625,-131.7213,1.0000,0.0000,RELAX,0
58.0938,-71.6367,1.0000,0.0000,RELAX,0
58.1250,206.7000,1.0000,0.0000,RELAX,0
58.1562,-72.7367,1.0000,0.0000,RELAX,0
58.1875,-133.2214,1.0000,0.0000,RELAX,0
58.2188,194.6759,1.0000,0.0000,RELAX,0
58.2500,6.6001,1.0000,0.0000,RELAX,0
58.2812,-180.4759,1.0000,0.0000,RELAX,0
58.3125,146.3214,1.0000,0.0000,RELAX,0
58.3438,77.4367,1.0000,0.0000,RELAX,0
58.3750,-191.6000,1.0000,0.0000,RELAX,0
58.4062,76.5367,1.0000,0.0000,RELAX,0
58.4375,142.9214,1.0000,0.0000,RELAX,0
58.4688,-181.1759,1.0000,0.0000,RELAX,0
58.5000,0.7999,1.0000,0.0000,RELAX,0
58.5312,186.9760,1.0000,0.0000,RELAX,0
58.5625,-137.5215,1.0000,0.0000,RELAX,0
58.5938,-75.4369,1.0000,0.0000,RELAX,0
58.6250,203.4000,1.0000,0.0000,RELAX,0
58.6562,-70.1364,1.0000,0.0000,RELAX,0
58.6875,-135.7213,1.0000,0.0000,RELAX,0
58.7188,186.1758,1.0000,0.0000,RELAX,0
58.7500,4.2000,1.0000,0.0000,RELAX,0
58.7812,-175.3758,1.0000,0.0000,RELAX,0
58.8125,150.0213,1.0000,0.0000,RELAX,0
58.8438,79.9364,1.0000,0.0000,RELAX,0
58.8750,-191.5000,1.0000,0.0000,RELAX,0
58.9062,78.6369,1.0000,0.0000,RELAX,0
58.9375,146.7215,1.0000,0.0000,RELAX,0
58.9688,-177.7760,1.0000,0.0000,RELAX,0
59.0000,6.2000,1.0000,0.0000,RELAX,0
59.0312,185.1759,1.0000,0.0000,RELAX,0
59.0625,-138.4213,1.0000,0.0000,RELAX,0
59.0938,-76.3367,1.0000,0.0000,RELAX,0
59.1250,208.6000,1.0000,0.0000,RELAX,0
59.1562,-75.4367,1.0000,0.0000,RELAX,0
59.1875,-138.0214,1.0000,0.0000,RELAX,0
59.2188,190.1759,1.0000,0.0000,RELAX,0
59.2500,1.2001,1.0000,0.0000,RELAX,0
59.2812,-176.0759,1.0000,0.0000,RELAX,0
59.3125,143.8214,1.0000,0.0000,RELAX,0
59.3438,86.0367,1.0000,0.0000,RELAX,0
59.3750,-192.8000,1.0000,0.0000,RELAX,0
59.4062,78.8367,1.0000,0.0000,RELAX,0
59.4375,149.0214,1.0000,0.0000,RELAX,0
59.4688,-184.3759,1.0000,0.0000,RELAX,0
59.5000,1.3999,1.0000,0.0000,RELAX,0
59.5312,190.2760,1.0000,0.0000,RELAX,0
59.5625,-133.9215,1.0000,0.0000,RELAX,0
59.5938,-69.2369,1.0000,0.0000,RELAX,0
59.6250,202.7000,1.0000,0.0000,RELAX,0
59.6562,-73.3364,1.0000,0.0000,RELAX,0
59.6875,-133.4213,1.0000,0.0000,RELAX,0
59.7188,188.6758,1.0000,0.0000,RELAX,0
59.7500,4.6000,1.0000,0.0000,RELAX,0
59.7812,-183.8758,1.0000,0.0000,RELAX,0
59.8125,148.1213,1.0000,0.0000,RELAX,0
59.8438,81.4364,1.0000,0.0000,RELAX,0
59.8750,-191.7000,1.0000,0.0000,RELAX,0
59.9062,79.1369,1.0000,0.0000,RELAX,0
59.9375,150.2215,1.0000,0.0000,RELAX,0
59.9688,-182.0760,1.0000,0.0000,RELAX,0
60.0000,3.1000,0.0000,1.0000,FOCUS,1
60.0312,-131.9213,0.0000,1.0000,FOCUS,1
60.0625,200.8000,0.0000,1.0000,FOCUS,1
60.0938,-140.0214,0.0000,1.0000,FOCUS,1
60.1250,9.3001,0.0000,1.0000,FOCUS,1
60.1562,145.9214,0.0000,1.0000,FOCUS,1
60.1875,-193.4000,0.0000,1.0000,FOCUS,1
60.2188,150.3214,0.0000,1.0000,FOCUS,1
60.2500,8.0999,0.0000,1.0000,FOCUS,1
60.2812,-136.7215,0.0000,1.0000,FOCUS,1
60.3125,205.1000,0.0000,1.0000,FOCUS,1
60.3438,-133.4213,0.0000,1.0000,FOCUS,1
60.3750,8.8000,0.0000,1.0000,FOCUS,1
60.4062,149.6213,0.0000,1.0000,FOCUS,1
60.4375,-190.6000,0.0000,1.0000,FOCUS,1
60.4688,147.4215,0.0000,1.0000,FOCUS,1
60.5000,5.2998,0.0000,1.0000,FOCUS,1
60.5312,-137.0212,0.0000,1.0000,FOCUS,1
60.5625,203.5000,0.0000,1.0000,FOCUS,1
60.5938,-137.0217,0.0000,1.0000,FOCUS,1
60.6250,8.7997,0.0000,1.0000,FOCUS,1
60.6562,142.1210,0.0000,1.0000,FOCUS,1
60.6875,-190.2000,0.0000,1.0000,FOCUS,1
60.7188,150.6218,0.0000,1.0000,FOCUS,1
60.7500,2.2000,0.0000,1.0000,FOCUS,1
60.7812,-132.7219,0.0000,1.0000,FOCUS,1
60.8125,208.0000,0.0000,1.0000,FOCUS,1
60.8438,-140.1209,0.0000,1.0000,FOCUS,1
60.8750,5.7002,0.0000,1.0000,FOCUS,1
60.9062,149.2217,0.0000,1.0000,FOCUS,1
60.9375,-194.0000,0.0000,1.0000,FOCUS,1
60.9688,143.5211,0.0000,1.0000,FOCUS,1
61.0000,8.0000,0.0000,1.0000,FOCUS,1
61.0312,-139.2213,0.0000,1.0000,FOCUS,1
61.0625,202.6000,0.0000,1.0000,FOCUS,1
61.0938,-140.0214,0.0000,1.0000,FOCUS,1
61.1250,1.6001,0.0000,1.0000,FOCUS,1
61.1562,148.5214,0.0000,1.0000,FOCUS,1
61.1875,-195.7000,0.0000,1.0000,FOCUS,1
61.2188,141.4214,0.0000,1.0000,FOCUS,1
61.2500,7.0999,0.0000,1.0000,FOCUS,1
61.2812,-133.1215,0.0000,1.0000,FOCUS,1
61.3125,205.8000,0.0000,1.0000,FOCUS,1
61.3438,-138.4213,0.0000,1.0000,FOCUS,1
61.3750,2.8000,0.0000,1.0000,FOCUS,1
