time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,visual_impairment,motor_impairment,attention_deficit
1.117,-31.46,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.121,-37.13,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.125,-21.5,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.129,-19.84,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.133,-10.1,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.137,-3.03,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.141,7.83,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.145,16.15,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.148,27.76,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.152,28.89,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.156,23.42,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.16,32.07,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.164,26.6,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.168,21.39,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.172,33.21,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.176,28.86,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.18,22.52,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.184,26.33,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.188,1.38,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.191,3.1,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.195,6.34,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.199,-4.58,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.203,-4.76,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.207,-9.38,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.211,-11.31,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.215,-11.13,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.219,-6.33,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.223,-4.0,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.227,-5.84,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.23,4.72,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.234,9.13,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.238,11.64,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.242,1.86,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.246,12.03,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.25,8.48,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.254,7.48,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.258,1.13,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.262,-3.4,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.266,-2.85,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.27,-4.62,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.273,-22.77,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.277,-22.39,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.281,-29.95,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.285,-37.05,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.289,-20.29,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.293,-31.79,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.297,-29.8,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.301,-20.19,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.305,-11.57,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.309,-20.51,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.312,-11.17,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.316,3.49,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.32,2.41,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.324,14.1,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.328,23.66,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.332,37.21,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.336,40.94,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.34,44.27,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.344,43.33,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.348,44.03,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.352,58.13,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.355,52.43,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.359,49.64,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.363,51.25,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.367,49.08,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.371,36.13,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.375,32.13,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.379,32.41,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.383,25.0,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.387,16.62,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.391,10.35,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.395,0.79,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.398,-7.08,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.402,-16.93,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.406,-27.75,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.41,-31.04,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.414,-48.41,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.418,-53.49,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.422,-62.24,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.426,-79.91,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.43,-88.88,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.434,-85.38,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.438,-92.23,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.441,-92.12,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.445,-87.43,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.449,-92.47,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.453,-70.91,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.457,-63.54,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.461,-53.67,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.465,-38.35,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.469,-20.62,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.473,0.99,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.477,23.67,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.48,32.45,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.484,56.43,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.488,64.87,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.492,77.01,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.496,90.75,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.5,85.71,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.504,101.0,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.508,97.31,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.512,81.5,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.516,85.53,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.52,82.07,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.523,62.4,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.527,60.07,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.531,48.39,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.535,31.23,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.539,28.57,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.543,18.65,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.547,8.63,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.551,-3.77,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.555,-14.46,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.559,-22.58,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.562,-30.0,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.566,-37.15,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.57,-43.27,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.574,-47.91,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.578,-50.8,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.582,-40.26,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.586,-41.8,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.59,-50.96,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.594,-55.37,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.598,-47.42,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.602,-38.53,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.605,-39.31,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.609,-28.74,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.613,-30.5,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.617,-18.71,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.621,-9.52,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.625,-1.6,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.629,9.37,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.633,8.7,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.637,19.13,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.641,22.3,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.645,25.83,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.648,31.06,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.652,37.3,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.656,23.04,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.66,36.18,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.664,25.61,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.668,15.79,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.672,21.3,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.676,16.67,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.68,9.68,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.684,5.63,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.688,-6.14,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.691,-6.93,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.695,-11.12,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.699,-18.29,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.703,-7.67,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.707,-9.83,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.711,-1.51,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.715,-6.79,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.719,-4.6,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.723,-2.7,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.727,11.74,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.73,10.56,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.734,12.17,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.738,3.87,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.742,0.56,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.746,4.0,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.75,-0.1,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.754,-0.96,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.758,-12.01,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.762,-19.94,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.766,-34.74,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.77,-23.2,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.773,-30.1,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.777,-32.59,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.781,-31.18,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.785,-29.35,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.789,-25.99,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.793,-24.43,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.797,-28.05,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.801,-10.48,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.805,0.86,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.809,5.7,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.812,11.79,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.816,11.82,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.82,21.36,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.824,36.51,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.828,45.24,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.832,42.28,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.836,50.97,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.84,45.65,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.844,39.8,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.848,57.52,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.852,41.78,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.855,47.71,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.859,36.78,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.863,34.39,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.867,47.49,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.871,34.44,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.875,34.26,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.879,21.71,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.883,12.7,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.887,2.06,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.891,-9.69,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.895,-13.58,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.898,-30.09,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.902,-40.58,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.906,-50.83,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.91,-66.35,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.914,-75.33,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.918,-87.1,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.922,-88.74,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.926,-95.71,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.93,-98.28,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.934,-88.41,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.938,-83.63,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.941,-79.53,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.945,-84.08,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.949,-62.12,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.953,-44.69,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.957,-25.27,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.961,-14.97,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.965,-0.35,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.969,21.53,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.973,43.73,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.977,58.02,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.98,73.58,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.984,75.46,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.988,90.4,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.992,98.3,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
1.996,94.78,0.14,0.48,0.29,0.1,NONE,NORMAL,BORDERLINE,NORMAL
2.0,239.04,0.1,0.19,0.57,0.14,BLINK,IMPAIRED,NORMAL,NORMAL
2.004,76.42,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.008,67.91,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.012,56.47,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.016,43.26,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.02,24.62,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.023,6.71,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.027,-8.66,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.031,-10.12,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.035,-25.81,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.039,-32.04,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.043,-40.76,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.047,-39.6,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.051,-47.36,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.055,-60.0,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.059,-51.28,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.062,-48.8,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.066,-43.99,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.07,-48.35,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.074,-42.15,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.078,-27.46,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.082,-30.15,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.086,-22.94,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.09,-3.3,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.094,-8.85,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.098,5.63,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.102,14.14,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.105,7.7,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.109,19.59,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.113,21.48,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.117,30.66,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.121,32.05,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.125,37.16,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.129,38.21,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.133,34.82,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.137,37.59,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.141,34.25,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.145,23.58,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.148,11.28,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.152,2.34,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.156,-12.45,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.16,-19.25,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.164,-38.19,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.168,-34.8,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.172,-51.35,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.176,-50.06,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.18,-57.86,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.184,-59.61,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.188,-58.82,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.191,-57.45,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.195,-47.85,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.199,-37.61,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.203,-18.85,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.207,-5.55,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.211,10.87,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.215,21.97,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.219,33.68,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.223,46.41,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
2.227,61.28,0.1,0.19,0.57,0.14,FOCUS,IMPAIRED,NORMAL,NORMAL
